name,From,To,Draft,Tm,Lg,G,GS,Yrs,PB.x,AP1.x,AV.x,pfr_player_id,career_try,career_ranypa,career_wowy,Pos,hof
Richie Anderson,1993,2004,6-144,TOT,NFL,161,82,12,1,0,34,AndeRi00,3353.386753,-0.323392955,0.215082203,NA,NA
George Andrews,1979,1984,1-19,RAM,NFL,80,58,6,0,0,34,AndrGe20,5.013841601,-1.078547228,-1.380154903,NA,NA
Jon Arnett,1960,1966,1-2,TOT,NFL,87,53,7,2,0,34,ArneJo00,3253.340917,-0.140010037,-0.403255639,NA,NA
Tom Brown,1964,1969,"2-28, 3-20AFL",TOT,NFL,71,60,6,0,0,34,BrowTo00,114.9152433,0.682545956,-1.060106614,NA,NA
Tom Brown,1964,1969,"2-28, 3-20AFL",TOT,NFL,71,60,6,0,0,34,BrowTo20,176.7982836,-1.199276973,3.443313543,NA,NA
Bennie Cunningham,1976,1985,1-28,PIT,NFL,118,80,10,0,0,34,CunnBe00,3400.668476,0.587342764,0.707442998,NA,NA
Anthony Davis,2010,2016,1-11,SFO,NFL,72,71,6,0,0,34,DaviAn00,133.1080415,-3.603135315,-0.582453894,NA,NA
John Davis,1987,1994,11-287,TOT,NFL,104,59,8,0,0,34,DaviJo00,578.1116072,0.203062418,0.760131803,NA,NA
Dan Doornink,1978,1985,7-174,TOT,NFL,104,46,8,0,0,34,DoorDa00,2257.034141,0.222173393,0.024827272,NA,NA
Derrick Fenner,1989,1997,10-268,TOT,NFL,120,79,9,0,0,34,FennDe00,1752.87114,-0.556666508,0.08446174,NA,NA
Barry Foster,1990,1994,5-128,PIT,NFL,62,44,5,2,1,34,FostBa00,881.7909693,0.159797536,-0.136393781,NA,NA
DeShaun Foster,2003,2008,2-34,TOT,NFL,79,42,6,0,0,34,FostDe00,1254.499615,0.141881657,0.469294482,NA,NA
Bob Grim,1967,1977,2-28,TOT,NFL,134,66,11,1,0,34,GrimBo00,3931.148223,-0.591096042,0.041503086,NA,NA
Roland Harper,1975,1982,17-420,CHI,NFL,89,64,7,0,0,34,HarpRo00,1643.984933,-1.144294952,4.03841e-6,NA,NA
Jacoby Jones,2007,2015,3-73,TOT,NFL,128,33,9,1,1,34,JoneJa03,2199.417273,0.572174392,0.299026243,NA,NA
Jon Keyworth,1974,1980,6-144,DEN,NFL,95,69,7,0,0,34,KeywJo00,1529.734438,-0.242539077,0.347395146,NA,NA
Benny Malone,1974,1979,2-47,TOT,NFL,82,40,6,0,0,34,MaloBe00,525.5871773,0.946488314,0.351990087,NA,NA
Tony McGee,1993,2003,2-37,TOT,NFL,156,150,11,0,0,34,McGeTo00,3768.943641,-0.410517679,0.048511066,NA,NA
Bob Mischak,1960,1965,23-276,TOT,AFL,74,10,6,2,2,34,MiscBo00,60.39577022,0.579544488,0.500138918,NA,NA
Clarence Peaks,1960,1965,1-7,TOT,NFL,70,49,6,0,0,34,PeakCl00,2437.960165,0.232059679,-0.885705662,NA,NA
Greg Sampson,1972,1978,1-6,OTI,NFL,93,67,7,0,0,34,SampGr20,0.869504714,0.825597127,1.615027495,NA,NA
Mike Siani,1972,1980,1-21,TOT,NFL,101,38,9,0,0,34,SianMi00,3428.24241,0.66908994,0.377484006,NA,NA
Steve Smith,1966,1974,"5-71, 16-140AFL",TOT,NFL,100,54,8,0,0,34,SmitSt00,1456.569293,-0.141510549,0.028560446,NA,NA
Steve Smith,1966,1974,"5-71, 16-140AFL",TOT,NFL,100,54,8,0,0,34,SmitSt01,11280.55852,-0.066328607,0.259741398,NA,NA
Monty Stickles,1960,1968,1-11,TOT,NFL,115,105,9,0,0,34,SticMo00,3760.737229,-0.05164564,-0.582063474,NA,NA
Leon Washington,2006,2014,4-117,TOT,NFL,126,14,9,2,1,34,WashLe00,1182.138614,-0.805408231,-0.417765544,NA,NA
Mike Wells,1994,2001,4-125,TOT,NFL,115,63,8,0,0,34,WellMi23,11.15243664,-1.169819438,-0.842633996,NA,NA
Cary Williams,2008,2015,7-229,TOT,NFL,97,75,8,0,0,34,WillCa99,10.92797712,0.643094396,0.880832955,NA,NA
Domanick Williams,2003,2005,4-101,HTX,NFL,40,36,3,0,0,34,DaviDo01,1404.350494,-0.652213133,0.518456141,NA,NA
Nate Allen,2010,2017,2-37,TOT,NFL,100,83,8,0,0,33,AlleNa20,22.83093549,-0.601683455,-1.285845875,NA,NA
Larry Brown,1991,1998,12-320,TOT,NFL,95,75,8,0,0,33,BrowLa00,941.936813,0.332500578,-0.36966194,NA,NA
Preston Carpenter,1960,1967,1-13,TOT,TOT,101,82,8,1,0,33,CarpPr00,6270.049273,0.534762054,0.371643123,NA,NA
Charles Clay,2011,2019,6-174,TOT,NFL,127,110,9,0,0,33,ClayCh00,1073.29794,-0.779075994,-0.19269779,NA,NA
Neal Craig,1971,1976,7-171,TOT,NFL,79,68,6,0,0,33,CraiNe20,4.966201436,-1.801986262,-1.117981467,NA,NA
Anthony Davis,1993,2000,11-301,TOT,NFL,106,50,8,0,0,33,DaviAn00,133.1080415,-3.603135315,-0.582453894,NA,NA
Scott Dierking,1977,1984,4-90,TOT,NFL,110,52,8,0,0,33,DierSc00,1282.25462,-0.066353945,0.572209207,NA,NA
Tim Dwight,1998,2007,4-114,TOT,NFL,116,32,10,0,0,33,DwigTi00,2691.202434,-0.09918836,-0.15972934,NA,NA
Earl Ferrell,1982,1989,5-125,CRD,NFL,110,75,8,0,0,33,FerrEa00,1668.775207,-0.085397021,-0.252104508,NA,NA
Art Graham,1963,1968,"11-149, 1-7AFL",NWE,AFL,75,18,6,0,0,33,GrahAr00,3457.768893,-0.413860761,-0.01658637,NA,NA
Joey Harrington,2002,2007,1-3,TOT,NFL,81,76,6,0,0,33,HarrJo00,13.87222469,-1.163314736,-0.375233341,NA,NA
Earnest Jackson,1983,1988,8-202,TOT,NFL,81,53,6,2,0,33,JackEa00,714.4101661,-0.184403977,-0.106387938,NA,NA
Bill Johnson,1992,1999,3-65,TOT,NFL,99,52,8,0,0,33,JohnBi00,132.228274,1.533822944,0.717996116,NA,NA
Bill Johnson,1992,1999,3-65,TOT,NFL,99,52,8,0,0,33,JohnBi02,3.298131176,0.396216259,-0.643196866,NA,NA
Butch Johnson,1976,1985,3-87,TOT,NFL,144,36,10,0,0,33,JohnBu00,3322.022386,0.830628273,0.141523019,NA,NA
Ron Johnson,1978,1984,1-22,PIT,NFL,91,62,7,0,0,33,JohnRo03,129.3973268,-0.420730679,-0.048803237,NA,NA
Tommy Lyons,1971,1976,14-350,DEN,NFL,73,62,6,0,0,33,LyonTo20,3.727953014,-0.289575379,0.246063505,NA,NA
Mike McGlynn,2008,2015,4-109,TOT,NFL,83,61,7,0,0,33,McGlMi20,3.397404439,0.630624882,0.914933183,NA,NA
Clifton McNeil,1964,1973,11-151,TOT,NFL,105,42,10,1,1,33,McNeCl00,3461.39048,0.812069928,0.107520564,NA,NA
Zach Miller,2007,2014,2-38,TOT,NFL,110,106,8,1,0,33,MillZa01,3630.839794,-0.624320177,0.051643275,NA,NA
Mewelde Moore,2004,2012,4-119,TOT,NFL,122,15,9,0,0,33,MoorMe00,1943.407815,0.150996684,-0.060650889,NA,NA
Sammy Morris,2000,2011,5-156,TOT,NFL,144,37,12,0,0,33,MorrSa00,1253.833187,0.152923922,0.175206026,NA,NA
Mike Pagel,1982,1993,4-84,TOT,NFL,132,54,12,0,0,33,PageMi00,7.312124064,-0.9525823,-0.085824251,NA,NA
Jerome Pathon,1998,2005,2-32,TOT,NFL,100,62,8,0,0,33,PathJe00,3029.364178,0.726325173,-0.164361717,NA,NA
Elijah Pitts,1961,1971,13-180,TOT,NFL,134,27,11,0,0,33,PittEl00,1695.082699,1.939385268,1.720734827,NA,NA
Josh Reed,2002,2009,2-36,BUF,NFL,115,52,8,0,0,33,ReedJo01,3409.544237,-0.725163389,0.038099827,NA,NA
Ray Rhodes,1974,1980,10-236,TOT,NFL,97,72,7,0,0,33,RhodRa00,1247.442607,-0.91482573,-1.379240896,NA,NA
Larry Seiple,1967,1977,7-163,MIA,TOT,150,10,11,0,0,33,SeipLa20,1216.311377,-0.845408847,-0.872524124,NA,NA
Karl Swanke,1980,1986,6-143,GNB,NFL,84,61,7,0,0,33,SwanKa20,16.91735597,-0.423361003,0.003082757,NA,NA
Vic Washington,1971,1976,4-87,TOT,NFL,67,49,6,1,0,33,WashVi00,1693.555776,0.435614387,1.163640878,NA,NA
Jim Whalen,1965,1971,"4-51, 3-23AFL",TOT,TOT,89,50,7,0,1,33,WhalJi00,3744.397706,-1.324769128,-0.598130297,NA,NA
Dave Williams,1967,1973,1-16,TOT,NFL,86,64,7,0,0,33,WillDa01,959.6906047,-0.974885015,-0.045538101,NA,NA
Vince Williams,2013,2019,6-206,PIT,NFL,107,55,7,0,0,33,WillVi00,55.3651506,1.619293036,-0.575104855,NA,NA
Kyle Brady,1995,2007,1-9,TOT,NFL,197,175,13,0,0,32,BradKy00,3540.934526,0.274709585,0.088108569,NA,NA
Correll Buckhalter,2001,2010,4-121,TOT,NFL,103,23,7,0,0,32,BuckCo00,1334.273379,0.641000495,0.531026498,NA,NA
Tim Couch,1999,2003,1-1,CLE,NFL,62,59,5,0,0,32,CoucTi00,-1.975447472,-0.914494764,-0.186180343,NA,NA
Lenvil Elliott,1973,1981,10-249,TOT,NFL,101,16,9,0,0,32,ElliLe00,2001.06561,1.010004409,-0.187282242,NA,NA
Jermaine Gresham,2010,2018,1-21,TOT,NFL,132,118,9,2,0,32,GresJe00,2106.914365,-0.081904471,-0.145755076,NA,NA
Dante Hall,2000,2008,5-153,TOT,NFL,112,11,9,2,1,32,HallDa00,1739.100315,1.223863128,0.810798391,NA,NA
Larron Jackson,1971,1976,4-81,TOT,NFL,83,72,6,0,0,32,JackLa21,2.904105682,1.198530731,1.659870606,NA,NA
Willie Jackson,1995,2002,4-109,TOT,NFL,113,40,8,0,0,32,JackWi00,3404.716858,0.045718531,-0.047755884,NA,NA
Horace King,1975,1983,6-141,DET,NFL,123,41,9,0,0,32,KingHo00,2157.763752,-0.414338847,-0.191753159,NA,NA
Ted Kwalick,1969,1977,1-7,TOT,NFL,108,43,9,3,1,32,KwalTe00,3540.774216,0.440629372,1.29004599,NA,NA
Brandon Marshall,2012,2018,5-142,TOT,NFL,74,63,7,0,0,32,MarsBr00,8069.822094,0.113405919,0.443268788,NA,NA
Earl McCullouch,1968,1974,1-24,TOT,NFL,75,50,7,0,0,32,McCuEa00,3109.499308,0.319807166,0.030689737,NA,NA
Bam Morris,1994,1999,3-91,TOT,NFL,74,38,6,0,0,32,MorrBa00,819.6312766,0.466328931,0.188147025,NA,NA
Chris Sanders,1995,2001,3-67,OTI,NFL,97,55,7,0,0,32,SandCh00,2945.296691,0.273928897,0.060380796,NA,NA
Michael Timpson,1989,1997,4-100,TOT,NFL,116,51,9,0,0,32,TimpMi00,3530.469222,-0.440193411,0.565395855,NA,NA
Bill Triplett,1962,1972,"6-72, 9-70AFL",TOT,NFL,128,62,10,0,0,32,TripBi00,1372.325728,0.134083591,-0.299130799,NA,NA
Frank Varrichione,1960,1965,1-6,TOT,NFL,73,64,6,2,0,32,VarrFr00,-7.620919489,1.588814404,1.266842698,NA,NA
Charles White,1980,1988,1-27,TOT,NFL,108,41,8,1,1,32,WhitCh00,1114.770051,-0.280970062,-0.231568377,NA,NA
Wayne Wilson,1979,1987,12-324,TOT,NFL,111,34,9,0,0,32,WilsWa02,1957.556487,-1.215139648,-0.467480881,NA,NA
Charles Alexander,1979,1985,1-12,CIN,NFL,102,73,7,0,0,31,AlexCh00,1359.799539,0.564127139,0.167353502,NA,NA
Mike Barber,1976,1985,2-48,TOT,NFL,129,95,10,0,0,31,BarbMi01,3229.408273,-0.079150576,0.193178891,NA,NA
Desmond Clark,1999,2010,6-179,TOT,NFL,162,105,12,0,0,31,ClarDe00,3576.046044,-0.733440578,-0.320838189,NA,NA
Michael Floyd,2012,2018,1-13,TOT,NFL,102,51,7,0,0,31,FloyMi00,1236.547454,-1.018112166,-0.330748199,NA,NA
Jim Gibbons,1960,1968,5-61,DET,NFL,116,78,9,3,0,31,GibbJi00,4672.711453,-0.891743294,-1.075099979,NA,NA
Bob Glazebrook,1978,1983,11-304,ATL,NFL,78,42,6,0,0,31,GlazBo20,17.26422912,-0.71867837,-0.606641718,NA,NA
Josh Gordon,2012,2019,2-1,TOT,NFL,63,56,6,1,1,31,GordJo02,1777.602884,-0.925603899,-0.043331225,NA,NA
Randal Hill,1991,1997,1-23,TOT,NFL,103,60,7,0,0,31,HillRa00,3516.204384,-0.877134877,-0.845876567,NA,NA
Robert Holmes,1968,1975,14-375,TOT,TOT,89,38,7,1,0,31,HolmRo01,1546.289902,0.152009369,-0.272378817,NA,NA
Terry Jones,1978,1984,11-284,GNB,NFL,85,49,7,0,0,31,JoneTe00,599.3227118,-1.430909966,0.034531239,NA,NA
Dion Lewis,2011,2019,5-149,TOT,NFL,86,27,7,0,0,31,LewiDi00,19.20672834,-0.676130015,-1.542988484,NA,NA
Tony Lorick,1964,1969,"2-22, 1-7AFL",TOT,NFL,83,36,6,0,0,31,LoriTo00,1143.418114,0.59885374,-0.122409259,NA,NA
Rashard Mendenhall,2008,2013,1-23,TOT,NFL,72,63,6,0,0,31,MendRa00,757.7783682,0.805196197,0.258794496,NA,NA
Emery Moorehead,1977,1988,6-153,TOT,NFL,158,89,12,0,0,31,MoorEm00,3402.16097,-0.34016531,-0.116268255,NA,NA
Don Nottingham,1971,1977,17-441,TOT,NFL,98,41,7,0,0,31,NottDo00,825.3386242,0.646550414,0.756256916,NA,NA
Erric Pegram,1991,1997,6-145,TOT,NFL,103,42,7,0,0,31,PegrEr00,884.5477956,-0.205584779,0.066286526,NA,NA
Dickie Post,1967,1971,4-94,TOT,TOT,62,32,5,2,0,31,PostDi00,1154.315073,0.398505067,-0.018068905,NA,NA
Damien Robinson,1998,2003,4-119,TOT,NFL,83,65,6,0,0,31,RobiDa20,42.89643866,-0.422272106,0.855397921,NA,NA
Paul Robinson,1968,1973,3-82,TOT,TOT,79,58,6,2,1,31,RobiPa00,1019.22625,-0.190172275,-0.279491472,NA,NA
Steve Stonebreaker,1962,1968,"12-155, 34-266AFL",TOT,NFL,84,62,7,0,0,31,StonSt20,239.8812402,-1.230477368,-1.879592175,NA,NA
Alex Webster,1960,1964,11-123,NYG,NFL,55,41,5,1,0,31,WebsAl00,4121.966416,0.928154412,0.979585166,NA,NA
Moe Williams,1996,2005,3-75,TOT,NFL,132,12,10,0,0,31,WillMo00,1455.184787,1.185430955,0.813072001,NA,NA
Terrance Williams,2013,2018,3-74,DAL,NFL,83,68,6,0,0,31,WillTe01,571.3522647,0.687502937,-0.032145666,NA,NA
Kendall Wright,2012,2017,1-20,TOT,NFL,82,45,6,0,0,31,WrigKe01,1481.639284,-0.475379162,0.207217291,NA,NA
Dave Ahrens,1981,1990,6-143,TOT,NFL,130,47,10,0,0,30,AhreDa20,5.781142505,-0.174839647,0.062719685,NA,NA
Glenn Bass,1961,1968,"5-64, 23-183AFL",TOT,AFL,79,0,8,0,0,30,BassGl00,3133.593598,-0.265974235,-0.540029602,NA,NA
Bob Briggs,1968,1974,9-223,TOT,TOT,84,32,7,0,0,30,BrigBo00,41.79333116,-0.653239426,-1.822635107,NA,NA
Gary Brown,1991,1999,8-214,TOT,NFL,99,47,8,0,0,30,BrowGa00,667.6155153,-0.929128311,-0.663098651,NA,NA
Gerald Carter,1980,1987,9-240,TOT,NFL,103,61,8,0,0,30,CartGe00,3210.884455,-0.60707886,-0.954227336,NA,NA
Mark Clayton,2005,2011,1-22,TOT,NFL,83,65,7,0,0,30,ClayMa00,8315.788331,1.610438035,-0.005633614,NA,NA
Mark Clayton,2005,2011,1-22,TOT,NFL,83,65,7,0,0,30,ClayMa01,3108.832577,-0.248035825,0.317902014,NA,NA
Reggie Cobb,1990,1996,2-30,TOT,NFL,92,60,7,0,0,30,CobbRe00,1020.629657,-0.641093795,-1.543765666,NA,NA
Phil Epps,1982,1989,12-321,TOT,NFL,95,45,8,0,0,30,EppsPh00,2853.874875,-0.359056845,0.562863774,NA,NA
Earnest Gray,1979,1985,2-36,TOT,NFL,90,69,7,0,0,30,GrayEa00,3819.056834,-0.844851589,-0.486814315,NA,NA
Bryant Johnson,2003,2011,1-17,TOT,NFL,139,74,9,0,0,30,JohnBr02,3453.735057,-0.556190017,-0.211690948,NA,NA
Daryl Johnston,1989,1999,2-39,DAL,NFL,151,122,11,2,0,30,JohnDa00,2632.404653,0.777317062,0.294436035,NA,NA
Ernie Jones,1988,1993,7-179,TOT,NFL,83,38,6,0,0,30,JoneEr00,3312.111795,-0.946614605,0.169205365,NA,NA
Felix Jones,2008,2013,1-22,TOT,NFL,80,25,6,0,0,30,JoneFe00,1040.776572,0.789169398,0.453465699,NA,NA
Mark Malone,1980,1989,1-28,TOT,NFL,73,54,9,0,0,30,MaloMa00,77.69393494,0.885630772,1.119148231,NA,NA
Rueben Mayes,1986,1993,3-57,TOT,NFL,76,41,6,2,0,30,MayeRu00,480.4861542,-0.382344051,-0.396919557,NA,NA
Bilal Powell,2011,2019,4-126,NYJ,NFL,109,38,9,0,0,30,PoweBi00,405.6531798,-1.663076423,0.61933264,NA,NA
Greg Robinson,2014,2019,1-2,TOT,NFL,83,70,6,0,0,30,RobiGr00,160.5471686,0.733236266,0.899167064,NA,NA
Bo Scott,1969,1974,"3-32, 20-155AFL",CLE,NFL,73,41,6,0,0,30,ScotBo01,1398.723466,-0.266627761,5.35132e-4,NA,NA
Steve Sewell,1985,1991,1-26,DEN,NFL,94,12,7,0,0,30,SeweSt00,2247.446578,0.095783529,-0.729682089,NA,NA
Billy Stacy,1960,1963,1-3,CRD,NFL,46,33,4,1,0,30,StacBi00,263.2248887,-0.552924589,1.146922342,NA,NA
James Starks,2010,2016,6-193,GNB,NFL,76,13,7,0,0,30,StarJa00,333.1554416,2.521340223,1.325303694,NA,NA
Kevin Williams,1993,2000,2-46,TOT,NFL,121,28,8,0,0,30,WillKe00,2155.552057,0.8576048,0.529613972,NA,NA
Corey Bradford,1998,2006,5-150,TOT,NFL,114,50,9,0,0,29,BradCo00,3116.375062,-0.495977886,-0.0825753,NA,NA
Dave Brown,1992,2001,1-1,TOT,NFL,73,60,10,0,0,29,BrowDa21,115.0437806,0.238444618,-2.32551343,NA,NA
Aundray Bruce,1988,1998,1-1,TOT,NFL,151,41,11,0,0,29,BrucAu20,10.54503496,0.587452363,0.691286478,NA,NA
Ken Burrow,1971,1975,2-33,ATL,NFL,64,61,5,0,0,29,BurrKe01,3826.441887,-0.257496775,0.21735867,NA,NA
Jack Concannon,1964,1975,"2-16, 1-1AFL",TOT,NFL,90,45,10,0,0,29,ConcJa00,10.11497729,-1.653732809,-1.231476311,NA,NA
Walt Cudzik,1960,1964,18-212,TOT,AFL,70,28,5,0,0,29,CudzWa20,11.65799,-0.042560578,0.390300807,NA,NA
Wendell Davis,1988,1993,1-27,CHI,NFL,81,54,6,0,0,29,DaviWe00,2923.069912,-0.35903484,-0.468763927,NA,NA
Wendell Davis,1988,1993,1-27,CHI,NFL,81,54,6,0,0,29,DaviWe21,26.10741357,-2.731881739,-0.516814883,NA,NA
Reuben Droughns,2001,2008,3-81,TOT,NFL,114,51,8,0,0,29,DrouRe00,1081.090673,-0.272862492,0.754199951,NA,NA
Anthony Fasano,2006,2017,2-53,TOT,NFL,180,135,12,0,0,29,FasaAn00,2537.97723,-0.019755652,0.443614455,NA,NA
Jermichael Finley,2008,2013,3-91,GNB,NFL,70,48,6,0,0,29,FinlJe00,2431.173762,1.980358967,0.416345695,NA,NA
Frank Gifford,1960,1964,1-11,NYG,NFL,49,45,4,1,0,29,GiffFr00,8064.065618,0.796633081,0.825973273,RB,TRUE
Frank Grant,1973,1978,13-332,TOT,NFL,85,48,6,0,0,29,GranFr00,3182.848918,0.105050224,0.021243301,NA,NA
Chad Henne,2008,2018,2-57,TOT,NFL,68,53,10,0,0,29,HennCh01,-0.543286302,-1.13249101,0.227795388,NA,NA
Alfred Jackson,1978,1984,7-167,ATL,NFL,88,28,7,0,0,29,JackAl00,3118.147774,0.0524646,0.194957585,NA,NA
Dennis Johnson,1974,1978,13-337,TOT,NFL,65,37,5,0,0,29,JohnDe02,44.69024276,-1.127698351,-2.176439805,NA,NA
Kevin Jones,2004,2008,1-30,TOT,NFL,64,49,5,0,0,29,JoneKe02,1052.75768,-0.56237007,0.240576376,NA,NA
Roosevelt Leaks,1975,1983,5-105,TOT,NFL,107,58,9,0,0,29,LeakRo00,831.5515578,-0.165196037,0.865831356,NA,NA
Todd McNair,1989,1996,8-220,TOT,NFL,121,10,8,0,0,29,McNaTo00,2570.668575,0.470116297,1.00021805,NA,NA
Robert Meachem,2008,2014,1-27,TOT,NFL,103,35,7,0,0,29,MeacRo00,2321.239439,1.518981744,0.426235304,NA,NA
Pettis Norman,1962,1973,"16-123, 16-123AFL",TOT,NFL,162,123,12,0,0,29,NormPe00,3128.511688,0.170310471,-0.404907497,NA,NA
Willie Parker,1973,1980,3-75,TOT,NFL,94,47,8,0,0,29,ParkWi00,799.9182749,0.759543907,0.254928436,NA,NA
Cordarrelle Patterson,2013,2019,1-29,TOT,NFL,111,33,7,3,3,29,PattCo00,429.6535168,-0.903392011,-0.22761059,NA,NA
Todd Pinkston,2000,2004,2-36,PHI,NFL,78,62,5,0,0,29,PinkTo00,2472.946442,0.528898249,0.076021701,NA,NA
Errict Rhett,1994,2000,2-34,TOT,NFL,86,47,7,0,0,29,RhetEr00,660.7770256,-0.890093554,0.040713686,NA,NA
Darryl Stingley,1973,1977,1-19,NWE,NFL,60,53,5,0,0,29,StinDa00,2721.007528,0.22485161,-0.143958597,NA,NA
Anthony Thomas,2001,2007,2-38,TOT,NFL,87,43,7,0,0,29,ThomAn01,853.288395,-0.904000417,0.189353933,NA,NA
Billy Truax,1964,1973,"2-26, 2-14AFL",TOT,NFL,114,74,10,0,0,29,TruaBi00,3173.683413,0.964913088,-0.073577303,NA,NA
Peter Warrick,2000,2005,1-4,TOT,NFL,79,60,6,0,0,29,WarrPe00,2931.866846,-0.818955752,-0.52503093,NA,NA
Gerald Willhite,1982,1988,1-21,DEN,NFL,78,21,7,0,0,29,WillGe00,1957.39687,-0.155511508,-0.762174664,NA,NA
Cadillac Williams,2005,2011,1-5,TOT,NFL,81,58,7,0,0,29,WillCa02,1108.574464,-0.493791201,0.763428516,NA,NA
Derrick Alexander,1995,1999,1-11,TOT,NFL,73,67,5,0,0,28,AlexDe00,6056.810512,0.432422838,0.129079088,NA,NA
Tavon Austin,2013,2019,1-8,TOT,NFL,96,50,7,0,0,28,AustTa00,404.8692109,-0.208676895,0.901421908,NA,NA
Travis Benjamin,2012,2019,4-100,TOT,NFL,101,37,8,0,0,28,BenjTr00,304.0045398,-1.003100795,-0.032836332,NA,NA
Steve Breaston,2007,2012,5-142,TOT,NFL,86,43,6,0,0,28,BreaSt00,2781.304598,-0.248991409,0.199532197,NA,NA
Donald Brown,2009,2015,1-27,TOT,NFL,88,25,7,0,0,28,BrowDo00,670.9038755,0.307999814,0.021643001,NA,NA
Lynn Cain,1979,1985,4-100,TOT,NFL,89,46,7,0,0,28,CainLy00,1261.525368,0.265683176,0.252846529,NA,NA
Robert Clark,1987,1992,10-263,TOT,NFL,67,45,6,0,0,28,ClarRo00,2577.791929,-0.292188655,0.018450798,NA,NA
Eric Crabtree,1966,1971,"11-170, 13-112AFL",TOT,TOT,83,60,6,0,0,28,CrabEr00,3390.123419,0.314487448,-0.577949755,NA,NA
Willis Crenshaw,1964,1970,"9-114, 26-204AFL",TOT,NFL,96,55,7,0,0,28,CrenWi00,1122.387077,-0.930867241,-1.249957127,NA,NA
Kevin Curtis,2003,2010,3-74,TOT,NFL,81,36,8,0,0,28,CurtKe00,2871.081212,0.266942114,0.308793085,NA,NA
Willard Dewveall,1960,1964,2-18,TOT,TOT,61,12,5,1,0,28,DewvWi00,3915.994174,-0.687136299,-0.601229565,NA,NA
Grant Feasel,1983,1992,6-161,TOT,NFL,117,54,8,0,0,28,FeasGr20,5.961679202,-0.963101097,-1.17415608,NA,NA
Coby Fleener,2012,2017,2-34,TOT,NFL,87,53,6,0,0,28,FleeCo00,755.0029416,0.052621308,0.115239928,NA,NA
Derrick Gaffney,1978,1987,8-197,NYJ,NFL,100,68,8,0,0,28,GaffDe00,2686.583466,-0.090543694,0.68934611,NA,NA
Justin Gage,2003,2010,5-143,TOT,NFL,100,49,8,0,0,28,GageJu00,2798.93651,-0.787830017,0.044138447,NA,NA
Prentice Gautt,1960,1967,2-19,TOT,NFL,88,48,8,0,0,28,GautPr00,1115.379692,-0.639713307,-0.53252206,NA,NA
Dennis Gentry,1982,1992,4-89,CHI,NFL,159,30,11,0,0,28,GentDe00,2095.075616,-0.255674647,-0.516522281,NA,NA
Andre Hastings,1993,2000,3-76,TOT,NFL,104,51,8,0,0,28,HastAn00,3195.623352,-0.908731973,-0.300169033,NA,NA
William Henderson,1995,2006,3-66,GNB,NFL,188,112,12,1,1,28,HendWi00,2617.864613,0.744504581,-0.23480008,NA,NA
Tim Hightower,2008,2016,5-149,TOT,NFL,77,45,6,0,0,28,HighTi00,869.8393203,0.124322769,0.355564177,NA,NA
Bobby Humphrey,1989,1992,1-3,TOT,NFL,51,27,4,1,0,28,HumpBo00,868.533486,0.653459493,-0.637646725,NA,NA
Lionel James,1984,1988,5-118,SDG,NFL,67,22,5,0,0,28,JameLi00,2144.416666,0.279986329,0.424065973,NA,NA
Larry Kinnebrew,1983,1990,6-165,TOT,NFL,88,42,7,0,0,28,KinnLa00,688.3580808,1.023966141,0.455244912,NA,NA
Ernie Koy,1965,1970,"11-141, 3-18AFL",NYG,NFL,79,36,6,1,0,28,KoyxEr00,805.5897081,1.514787021,-0.066335746,NA,NA
Pete Lammons,1966,1972,"14-213, 8-68AFL",TOT,TOT,95,42,7,1,0,28,LammPe00,2890.90411,0.724973525,0.454710849,NA,NA
Jacque MacKinnon,1961,1970,"20-280, 33-264AFL",TOT,TOT,118,32,10,2,0,28,MacKJa00,2415.065732,1.200171421,0.66054118,NA,NA
Ernie Mills,1991,1999,3-73,TOT,NFL,118,40,9,0,0,28,MillEr00,2771.129048,0.335568497,0.128587816,NA,NA
Oscar Reed,1968,1975,7-167,TOT,NFL,86,33,8,0,0,28,ReedOs00,1150.554582,0.969771818,0.520422343,NA,NA
Leonard Russell,1991,1996,1-14,TOT,NFL,85,71,6,0,0,28,RussLe00,876.1451938,-0.55238384,0.134147505,NA,NA
Tony Scheffler,2006,2013,2-61,TOT,NFL,107,42,8,0,0,28,ScheTo00,2806.317197,0.358119479,0.532920202,NA,NA
Bobby Shaw,1999,2004,6-169,TOT,NFL,90,18,6,0,0,28,ShawBo00,2641.108224,-0.471804267,-0.063035806,NA,NA
Butch Woolfolk,1982,1988,1-18,TOT,NFL,81,51,7,0,0,28,WoolBu00,2063.773456,-0.512344969,-0.598326039,NA,NA
Stephen Baker,1987,1992,3-83,NYG,NFL,90,52,6,0,0,27,BakeSt00,2534.842591,0.50231205,0.46533821399999997,NA,NA
Tim Biakabutuka,1996,2001,1-8,CAR,NFL,50,35,6,0,0,27,BiakTi00,737.6109443,-0.085524864,0.485257938,NA,NA
Theotis Brown,1979,1984,2-35,TOT,NFL,84,27,6,0,0,27,BrowTh00,1594.377394,-0.213261867,-0.032553671,NA,NA
J.C. Caroline,1960,1965,7-82,CHI,NFL,70,39,6,0,0,27,CaroJ.00,163.6051542,-1.674739652,-1.85271228,NA,NA
Earl Cooper,1980,1986,1-13,TOT,NFL,93,40,7,0,0,27,CoopEa00,2115.711409,1.254602784,-0.461436829,NA,NA
